Patrol ID,Type,Patrol Start Date,Patrol End Date,Station,Team,Objective,Mandate,Armed,Patrol Leg ID,Leader,Patrol Transport Type,Waypoint ID,Waypoint Date,Waypoint Time,X,Y,Last Modified,Last Modified By,Observation Category 0,Observation Category 1,Jenis satwa,Keterangan,Tipe temuan,Usia temuan
RP_Januari_2023_000004,Ground,26-Jan-23,26-Jan-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,4,26-Jan-23,9:47:12 AM,110.0615433,-1.157588333,11/6/2023 14:41,smart smart,Satwa Liar,Tanda Satwa,Beruang Madu - Helarctos malayanus,,Cakaran,Cukup lama (>1 bulan)
PJ_Januari_2023_000008_FFI,Ground,26-Jan-23,26-Jan-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,7,26-Jan-23,10:13:04 AM,110.063135,-1.117501667,5/21/2023 13:27,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
PJ_September_2023_FFI_000005,Ground,28-Sep-23,28-Sep-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,3,28-Sep-23,8:53:39 AM,110.0465267,-1.126243333,10/3/2023 12:12,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
PJ_September_2023_FFI_000005,Ground,28-Sep-23,28-Sep-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,9,28-Sep-23,9:18:14 AM,110.0475783,-1.125653333,10/3/2023 12:12,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Baru (dalam 1 minggu)
PJ_Februari_2023_FFI_000005,Ground,23-Feb-23,23-Feb-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,23,23-Feb-23,11:34:22 AM,110.0609433,-1.125608333,3/2/2023 9:11,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
PJ_Februari_2023_FFI_000005,Ground,23-Feb-23,23-Feb-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,32,23-Feb-23,12:24:54 PM,110.0635,-1.12569,3/2/2023 9:12,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
PJ_Februari_2023_FFI_000005,Ground,23-Feb-23,23-Feb-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,30,23-Feb-23,12:15:53 PM,110.0632017,-1.1258,3/2/2023 9:12,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
PJ_Oktober_2023_000002,Ground,8-Oct-23,8-Oct-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,5,8-Oct-23,8:55:45 AM,110.0527367,-1.123368333,11/6/2023 11:56,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
PJ_Oktober_2023_000002,Ground,8-Oct-23,8-Oct-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,8,8-Oct-23,9:51:30 AM,110.05349,-1.12323,11/6/2023 11:56,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup baru (1 - 2 minggu)
PJ_April_2023_000005,Ground,16-Apr-23,16-Apr-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,14,16-Apr-23,8:46:47 AM,110.05577,-1.125083333,5/9/2023 11:30,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup lama (>1 bulan)
PJ_April_2023_000005,Ground,16-Apr-23,16-Apr-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,13,16-Apr-23,8:44:36 AM,110.055585,-1.125246667,5/9/2023 11:30,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
PJ_Januari 2023_000003,Ground,9-Jan-23,9-Jan-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,8,9-Jan-23,9:07:14 AM,110.042045,-1.133133333,5/21/2023 13:27,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
PJ_Januari_2023_000004,Ground,11-Jan-23,11-Jan-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,15,11-Jan-23,9:16:26 AM,110.0462883,-1.121018333,5/21/2023 13:27,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
PJ_Maret_2023_FFI_000004,Ground,27-Mar-23,27-Mar-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,16,27-Mar-23,9:24:12 AM,110.0537967,-1.124453333,3/29/2023 20:19,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
PJ_Maret_2023_FFI_000004,Ground,27-Mar-23,27-Mar-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,7,27-Mar-23,9:02:16 AM,110.05191,-1.124301667,3/29/2023 20:19,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
PJ_Maret_2023_FFI_000004,Ground,27-Mar-23,27-Mar-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,6,27-Mar-23,8:59:29 AM,110.0516667,-1.124265,3/29/2023 20:19,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup lama (>1 bulan)
PJ_Januari_2023_000005_FFI,Ground,23-Jan-23,23-Jan-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Anwar Anwar,Jalan Kaki,3,23-Jan-23,8:20:05 AM,110.047105,-1.12564,5/21/2023 13:27,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
PJ_Mei_2023_000001,Ground,12-May-23,12-May-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,5,12-May-23,8:34:50 AM,110.045985,-1.129601667,5/28/2023 10:09,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup lama (>1 bulan)
RP_Februari_2023_000002,Ground,23-Feb-23,23-Feb-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Muhammad HR HR,Jalan Kaki,9,23-Feb-23,11:29:34 AM,110.0540017,-1.14361,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Trenggiling - Manis javanica,,Kaisan,Cukup baru (1 - 2 minggu)
RP_Januari_2023_000003,Ground,25-Jan-23,25-Jan-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,8,25-Jan-23,11:30:38 AM,110.0595517,-1.156931667,11/6/2023 14:41,smart smart,Satwa Liar,Tanda Satwa,Rusa,,Bekas makan,Lama (2 - 4 minggu)
RP_Januari_2023_000003,Ground,25-Jan-23,25-Jan-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,3,25-Jan-23,10:30:31 AM,110.0581817,-1.15968,11/6/2023 14:41,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Baru (dalam 1 minggu)
RP_September_2023_000002,Ground,21-Sep-23,21-Sep-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Dedet Harpandi,Jalan Kaki,4,21-Sep-23,8:05:27 AM,110.060065,-1.15773,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup baru (1 - 2 minggu)
RP_September_2023_000002,Ground,21-Sep-23,21-Sep-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Dedet Harpandi,Jalan Kaki,24,21-Sep-23,10:26:47 AM,110.0638983,-1.15534,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
RP_September_2023_000002,Ground,21-Sep-23,21-Sep-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Dedet Harpandi,Jalan Kaki,3,21-Sep-23,7:48:41 AM,110.0583833,-1.159545,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Beruang Madu - Helarctos malayanus,,Cakaran,Cukup baru (1 - 2 minggu)
RP_Juli_2023_000004,Ground,27-Jul-23,27-Jul-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,28,27-Jul-23,2:17:36 PM,110.0588417,-1.152575,11/6/2023 14:44,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup lama (>1 bulan)
RP_Juli_2023_000004,Ground,27-Jul-23,27-Jul-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,25,27-Jul-23,1:45:27 PM,110.0587533,-1.152785,11/6/2023 14:44,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
RP_Juli_2023_000004,Ground,27-Jul-23,27-Jul-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,7,27-Jul-23,9:28:35 AM,110.0583583,-1.158725,11/6/2023 14:44,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup baru (1 - 2 minggu)
RP_Juli_2023_000004,Ground,27-Jul-23,27-Jul-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,27,27-Jul-23,1:59:31 PM,110.0587167,-1.15266,11/6/2023 14:44,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Baru (dalam 1 minggu)
RP_September_2023_000004,Ground,24-Sep-23,24-Sep-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Dedet Harpandi,Jalan Kaki,27,24-Sep-23,10:53:42 AM,110.0638583,-1.152191667,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup lama (>1 bulan)
RP_September_2023_000004,Ground,24-Sep-23,24-Sep-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Dedet Harpandi,Jalan Kaki,22,24-Sep-23,9:34:29 AM,110.0625867,-1.15302,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
RP_Agustus_2023_000004,Ground,25-Aug-23,25-Aug-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Arianto Arianto,Jalan Kaki,6,25-Aug-23,9:21:08 AM,110.0438267,-1.140763333,11/6/2023 14:38,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
RP_Agustus_2023_000004,Ground,25-Aug-23,25-Aug-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Arianto Arianto,Jalan Kaki,41,25-Aug-23,2:23:16 PM,110.0418783,-1.140441667,11/6/2023 14:38,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Kubangan,Cukup baru (1 - 2 minggu)
RP_Agustus_2023_000004,Ground,25-Aug-23,25-Aug-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Arianto Arianto,Jalan Kaki,29,25-Aug-23,12:47:38 PM,110.05164,-1.13885,11/6/2023 14:38,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
