plot,obs.date,obs,t.num,dist.tran,c,w,family,genus,species,dbh,daun.baru,kode.gugur,status,crop.size,oh.food
5.4,,,820,935,s,1.5,Fagaceae,Lithocarpus,bancanus,15.3,0,0,,,y
5.4,,,821,941.7,n,2.8,Fagaceae,Lithocarpus,bancanus,12.2,0,1,,,y
5.4,,,822,942,s,2,Fagaceae,Lithocarpus,bancanus,11.7,0,0,,,y
5.4,,,823,953.5,n,1.6,Fagaceae,Lithocarpus,bancanus,12.3,0,0,,,y
5.4,,,824,953.8,n,2.4,Fagaceae,Lithocarpus,bancanus,11.6,1,0,,,y
5.4,,,825,954,s,3,Fagaceae,Lithocarpus,bancanus,14.7,0,0,,,y
5.4,,,826,956,n,1.2,Myristicaceae,Gymnacranthera,farquhariana,26.3,0,1,,,y
5.4,,,827,956.2,n,2.2,Myristicaceae,Gymnacranthera,farquhariana,15.6,0,0,,,y
5.4,,,828,962,n,0.5,Fagaceae,Lithocarpus,bancanus,11.5,0,0,,,y
5.4,,,829,970,n,1,Fagaceae,Lithocarpus,bancanus,10.6,0,0,,,y
5.4,,,830,970.3,n,3.5,Fagaceae,Lithocarpus,bancanus,15.4,0,0,,,y
5.4,,,831,977,s,4,Fagaceae,Lithocarpus,bancanus,10.5,0,1,,,y
5.4,,,832,983,s,0.4,Stemonuraceae,Stemonurus,secundiflorus,12.5,0,0,,,
5.4,,,833,991,n,0.6,Anacardiaceae,Campnosperma,coriaceum,14.8,0,1,,,
5.4,,,834,991.2,s,2,Fagaceae,Lithocarpus,bancanus,12.3,0,0,,,y
5.4,,,835,993,n,3,Fagaceae,Lithocarpus,bancanus,22.6,0,0,,,y
5.4,,,836,995,n,4.6,Fagaceae,Lithocarpus,bancanus,13.2,1,0,,,y
5.4,,,837,996.4,n,3.9,Fagaceae,Lithocarpus,bancanus,14.7,0,0,,,y
6.1,,,605,0,s,0.1,Euphorbiaceae,Blumeodendron,tokbrai,23.2,0,1,,,y
6.1,,,606,1.2,n,5,Dipterocarpaceae,Shorea,platycarpa,21.5,0,0,,,
6.1,,,607,5,s,4,Dipterocarpaceae,Shorea,platycarpa,32.6,1,0,,,
6.1,,,608,7.3,s,3.8,Lauraceae,Litsea,angulata,12.6,0,0,,,y
6.1,,,609,8,s,2,Alangiaceae,Alangium,havilandii,20.2,0,0,,,y
6.1,,,610,12.3,s,2.5,Fagaceae,Lithocarpus,bancanus,21.5,0,0,,,y
6.1,,,611,16,s,2,Polygalaceae,Xanthophyllum,amoenum,15.2,1,0,,,y
6.1,,,612,19.4,s,5,Annonaceae,Mezzettia,parviflora,13.2,0,0,,,y
6.1,,,613,23,s,1.5,Lauraceae,Beilschmiedia,,21.3,0,0,,,
6.1,,,614,26,n,0.8,Myristicaceae,Gymnacranthera,farquhariana,11,0,1,,,y
6.1,,,615,28,n,2,Lauraceae,Litsea,firma,21.2,0,0,,,y
6.1,,,616,31.2,n,5,Fagaceae,Lithocarpus,bancanus,10.5,0,0,,,y
6.1,,,617,32.8,n,2,Fagaceae,Lithocarpus,bancanus,15.6,0,1,,,y
6.1,,,618,33,n,1.2,Fagaceae,Lithocarpus,bancanus,21.8,0,0,F,,y
6.1,,,619,34,n,0.8,Sapotaceae,Palaquium,cochleariifolium,15.2,0,0,,,y
6.1,,,620,35.2,n,2.2,Clusiaceae,Garcinia,parvifolia,18.6,0,0,,,y
6.1,,,621,36,n,2.3,Sapotaceae,Palaquium,cochleariifolium,20.3,0,1,,,y
6.1,,,622,37,s,0.5,Stemonuraceae,Stemonurus,scorpioides,26.4,0,0,,,
6.1,,,623,37.5,n,3.5,Dipterocarpaceae,Shorea,uliginosa,18.6,0,1,,,
6.1,,,624,42.2,n,2.8,Ebenaceae,Diospyros,evena,38.2,0,0,,,y
6.1,,,625,43.3,s,1.8,Lecythidaceae,Barringtonia,,28.5,0,0,,,
6.1,,,626,49,n,2,Lauraceae,Litsea,angulata,20.8,0,0,,,y
6.1,,,627,53,n,0.7,Lauraceae,Litsea,gracilipes,22.3,1,0,,,y
6.1,,,628,54,s,1.2,Euphorbiaceae,Croton,griffithii,10,0,0,F,,
6.1,,,629,51,s,5,Ebenaceae,Diospyros,siamang,31.5,0,1,,,y
6.1,,,630,57,n,1.5,Lauraceae,Litsea,gracilipes,19.2,0,1,,,y
6.1,,,631,57.3,n,3,Anacardiaceae,Campnosperma,coriaceum,12.5,0,0,,,
6.1,,,632,58,n,0.5,Lauraceae,Litsea,gracilipes,17.8,0,0,,,y
6.1,,,633,60,s,2,Lauraceae,Beilschmiedia,,28.5,0,0,,,
6.1,,,634,62,s,5,Anacardiaceae,Campnosperma,coriaceum,32.3,0,1,,,
6.1,,,635,71,s,2.8,Sapotaceae,Madhuca,motleyana,48.5,1,0,,,y
6.1,,,636,71.2,s,3,Moraceae,Ficus,sundaica,10.8,0,0,,,y
6.1,,,637,73,s,0.8,Lauraceae,Litsea,gracilipes,28.6,0,0,,,y
6.1,,,638,74.5,n,2,Lauraceae,Litsea,gracilipes,25.3,0,0,,,y
6.1,,,639,75,s,2.2,Polygalaceae,Xanthophyllum,obscurum,21.2,1,0,,,y
6.1,,,640,77.2,n,1.5,Lauraceae,Litsea,gracilipes,22.7,0,0,,,y
6.1,,,641,78.3,n,1.2,Lauraceae,Litsea,gracilipes,20.5,0,0,,,y
6.1,,,642,79.2,s,0.8,Lauraceae,Litsea,gracilipes,18.2,0,0,,,y
6.1,,,643,80,s,4.8,Dipterocarpaceae,Shorea,platycarpa,14.3,1,0,,,
6.1,,,644,82.3,n,1.5,Burseraceae,Dacryodes,rostrata,16.8,0,1,,,y
6.1,,,645,85,n,2.4,Lauraceae,Litsea,gracilipes,12.3,0,1,,,y
6.1,,,646,86.4,n,4.4,Lauraceae,Litsea,gracilipes,13.5,0,0,,,y
6.1,,,647,89,n,3.8,Polygalaceae,Xanthophyllum,amoenum,38.2,1,0,,,y
6.1,,,648,90.3,n,2.8,Fagaceae,Lithocarpus,bancanus,16.3,0,0,,,y
6.1,,,649,93,n,1.5,Polygalaceae,Xanthophyllum,amoenum,36.7,0,0,,,y
6.1,,,650,95.2,n,3.5,Fagaceae,Lithocarpus,bancanus,16.7,1,0,,,y
6.1,,,651,96.5,n,4,Fagaceae,Lithocarpus,bancanus,17.8,0,1,,,y
6.1,,,652,99,s,4.2,Fagaceae,Lithocarpus,bancanus,16.3,0,1,,,y
6.2,,,653,325.2,n,0.5,Euphorbiaceae,Blumeodendron,kurzii,12.2,0,0,,,y
6.2,,,654,327.2,n,3.2,Dipterocarpaceae,Shorea,platycarpa,38.2,0,1,,,
6.2,,,655,328.8,n,3.8,Lauraceae,Litsea,gracilipes,22.3,0,0,,,y
6.2,,,656,329,n,4.4,Dipterocarpaceae,Shorea,platycarpa,14.6,0,0,,,
6.2,,,657,356,n,0.7,Sapotaceae,Palaquium,cochleariifolium,48.2,1,0,M,B,y
6.2,,,658,362.6,s,3.8,Dipterocarpaceae,Shorea,platycarpa,21.6,0,0,,,
6.2,,,659,364.2,n,0.5,Lauraceae,Litsea,elliptica,20.2,0,0,,,y
6.2,,,660,367,s,3.8,Lauraceae,Litsea,gracilipes,26.2,0,1,,,y
6.2,,,661,367.3,s,3.4,Fagaceae,Lithocarpus,bancanus,21.3,0,0,,,y
6.2,,,662,370,n,2,Lauraceae,Litsea,gracilipes,11.5,0,0,,,y
6.2,,,663,389.7,n,0.4,Alangiaceae,Alangium,havilandii,21.4,0,1,,,y
6.2,,,664,390,n,1.4,Stemonuraceae,Stemonurus,secundiflorus,11.2,0,0,,,
6.2,,,665,390.3,s,1.5,Myrtaceae,Syzygium,sp1,25.8,1,0,,,y
6.2,,,666,389,s,3,Myrtaceae,Syzygium,sp1,28.6,1,0,,,y
6.3,,,667,600,n,0.5,Sapotaceae,Palaquium,cochleariifolium,37.2,0,0,,,y
6.3,,,668,600.8,n,3,Lauraceae,Litsea,gracilipes,21.5,0,0,,,y
6.3,,,669,602.7,s,1,Polygalaceae,Xanthophyllum,obscurum,12.6,0,0,,,y
6.3,,,670,601,n,3.5,Lauraceae,Litsea,gracilipes,25.2,0,0,,,y
6.3,,,671,606.8,s,3.6,Lauraceae,Litsea,gracilipes,28.8,0,0,,,y
6.3,,,672,607,n,1.4,Myrtaceae,Syzygium,cerinum,16.4,0,0,,,y
6.3,,,673,608,n,2,Myristicaceae,Knema,curtisii,42.5,0,1,,,y
6.3,,,674,610.2,s,2.4,Tetrameristaceae,Tetramerista,glabra,10,0,0,,,y
6.3,,,675,612,n,5,Dipterocarpaceae,Shorea,uliginosa,61.8,0,0,,,
6.3,,,676,614.5,n,4.8,Dipterocarpaceae,Shorea,uliginosa,25.2,0,0,,,
6.3,,,677,620,n,2,Fagaceae,Lithocarpus,bancanus,32.6,0,1,F,,y
6.3,,,678,620.3,s,2.5,Fagaceae,Lithocarpus,bancanus,14.2,0,0,,,y
6.3,,,679,622,s,1.8,Fagaceae,Lithocarpus,bancanus,12.8,0,0,,,y
6.3,,,680,624.2,n,2.5,Sapotaceae,Palaquium,cochleariifolium,38.2,0,1,,,y
6.3,,,681,627.3,s,2.2,Dipterocarpaceae,Shorea,platycarpa,10,0,0,,,
6.3,,,682,628.2,s,1.6,Fagaceae,Lithocarpus,bancanus,22.8,1,0,,,y
6.3,,,683,630,n,1.8,Myrtaceae,Syzygium,sp1,20.2,0,0,,,y
6.3,,,684,631.4,n,0.8,Clusiaceae,Garcinia,parvifolia,15.2,1,0,,,y
6.3,,,685,635.2,s,3,Fagaceae,Lithocarpus,bancanus,12.3,0,0,,,y
6.3,,,686,638.7,n,1,Fagaceae,Lithocarpus,bancanus,12.8,0,0,,,y
6.3,,,687,640,s,1.5,Dipterocarpaceae,Shorea,platycarpa,22.3,0,0,,,
6.3,,,688,642.8,s,5,Lauraceae,Litsea,gracilipes,20.5,1,0,,,y
6.3,,,689,643.2,s,0.8,Fagaceae,Lithocarpus,bancanus,12.3,0,0,,,y
6.3,,,690,645,n,2.5,Fagaceae,Lithocarpus,bancanus,21.7,0,1,,,y
6.3,,,691,647,n,1.2,Fagaceae,Lithocarpus,bancanus,19.2,0,0,,,y
6.3,,,692,649,s,4,Clusiaceae,Garcinia,bancana,21.5,0,0,,,y
6.3,,,693,653.3,s,4.5,Meliaceae,Aglaia,sp2,32.2,1,0,,,y
6.3,,,694,655.2,n,1.2,Fagaceae,Lithocarpus,bancanus,16.5,0,0,,,y
6.3,,,695,656.4,n,2,Myristicaceae,Gymnacranthera,farquhariana,23.8,0,1,,,y
6.3,,,696,658,n,0.5,Fagaceae,Lithocarpus,bancanus,18.3,0,0,,,y
6.3,,,697,659,s,1,Fagaceae,Lithocarpus,bancanus,17.2,0,0,,,y
6.3,,,698,660.2,s,2.5,Sapotaceae,Madhuca,motleyana,25.3,1,0,,,y
6.3,,,699,660.5,s,1.6,Euphorbiaceae,Blumeodendron,kurzii,12.8,0,0,,,y
6.3,,,700,666,s,2.3,Fagaceae,Lithocarpus,bancanus,33.2,0,1,,,y
6.3,,,701,669,s,3.5,Fagaceae,Lithocarpus,bancanus,20.4,0,0,,,y
6.3,,,702,673,s,4.6,Myristicaceae,Gymnacranthera,farquhariana,18.8,0,1,,,y
6.3,,,703,680,n,0.6,Fagaceae,Lithocarpus,bancanus,17.7,0,0,,,y
6.3,,,704,683.2,n,0.4,Stemonuraceae,Stemonurus,secundiflorus,20.3,0,0,,,
6.3,,,705,683.5,s,0.6,Fagaceae,Lithocarpus,bancanus,10.5,0,0,,,y
6.3,,,706,698.2,s,2.2,Lauraceae,Litsea,gracilipes,25.2,0,0,,,y
6.3,,,707,698.4,n,3.2,Dipterocarpaceae,Shorea,uliginosa,20.2,0,1,,,
6.3,,,708,700,s,0.8,Fagaceae,Lithocarpus,bancanus,16.6,0,0,,,y
6.4,,,709,906.2,n,3.2,Rubiaceae,Timonius,flavescens,10,1,0,,,
6.4,,,710,908.3,n,1.5,Lauraceae,Litsea,elliptica,34.2,0,0,,,y
6.4,,,711,907,s,4.2,Lauraceae,Litsea,gracilipes,33.6,0,0,,,y
6.4,,,712,909.2,s,3.4,Stemonuraceae,Stemonurus,secundiflorus,18.5,0,1,,,
6.4,,,713,914,n,1.2,Ebenaceae,Diospyros,evena,15.3,0,0,,,y
6.4,,,714,919.3,n,0.8,Ebenaceae,Diospyros,evena,14.2,0,0,,,y
6.4,,,715,919.8,n,2,Euphorbiaceae,Blumeodendron,kurzii,31.2,0,0,,,y
6.4,,,716,920.3,n,5,Stemonuraceae,Stemonurus,secundiflorus,33.8,1,0,,,
6.4,,,717,924.2,n,2.4,Fagaceae,Lithocarpus,bancanus,31.2,0,0,F,,y
6.4,,,718,927,s,1.5,Dipterocarpaceae,Shorea,platycarpa,28.7,0,1,,,
6.4,,,719,929,n,4,Lauraceae,Litsea,gracilipes,25.2,0,0,,,y
6.4,,,720,945.2,s,2,Alangiaceae,Alangium,havilandii,26.3,0,0,,,y
6.4,,,721,945.5,s,2.2,Dipterocarpaceae,Shorea,platycarpa,21.2,0,1,,,
6.4,,,722,947,s,3.5,Myrtaceae,Syzygium,chloranthum,68.6,0,0,,,y
6.4,,,723,950,s,5,Polygalaceae,Xanthophyllum,obscurum,15.3,0,0,,,y
6.4,,,724,965.2,n,3.2,Fagaceae,Lithocarpus,bancanus,12.8,1,0,,,y
6.4,,,725,970,s,1.6,Myristicaceae,Knema,curtisii,11.5,0,0,,,y
6.4,,,726,975.3,n,1.5,Fagaceae,Lithocarpus,bancanus,21.5,1,0,,,y
6.4,,,727,976,s,2,Myristicaceae,Knema,curtisii,22.8,0,0,,,y
7.1,,,838,0,s,0.5,Sapotaceae,Madhuca,motleyana,23.2,0,0,,,y
7.1,,,839,2.2,n,2,Rubiaceae,Timonius,flavescens,12.3,0,0,,,
7.1,,,840,3,s,0.4,Fagaceae,Lithocarpus,bancanus,20.2,0,0,,,y
7.1,,,841,6.2,n,0.8,Lauraceae,Litsea,gracilipes,33.2,0,1,,,y
7.1,,,842,9,n,3,Euphorbiaceae,Blumeodendron,tokbrai,21.2,1,0,,,y
7.1,,,843,15.3,n,2,Myrtaceae,Syzygium,sp1,12.5,0,0,,,y
7.1,,,844,22,n,2.6,Lauraceae,Litsea,gracilipes,25.2,0,1,,,y
7.1,,,845,23,n,1.2,Myrtaceae,Syzygium,sp1,10.8,0,0,,,y
7.1,,,846,93.2,s,0.5,Apocynaceae,Dyera,polyphylla,41.5,1,0,,,
7.1,,,847,94.4,s,2,Stemonuraceae,Stemonurus,secundiflorus,11.3,0,0,,,
7.2,,,848,316.3,n,1,Dipterocarpaceae,Shorea,uliginosa,11.2,0,0,,,
7.2,,,849,339.2,s,1,Lauraceae,Alseodaphne,bancana,12.4,0,0,,,
7.2,,,850,343.5,n,4,Elaeocarpaceae,Elaeocarpus,griffithii,15.6,0,1,,,y
7.2,,,851,344.4,n,1,Myristicaceae,Gymnacranthera,farquhariana,22.8,0,0,,,y
7.2,,,852,346,s,1,Elaeocarpaceae,Elaeocarpus,griffithii,22.6,0,0,F,,y
7.2,,,853,347.2,s,0.5,Thymelaeaceae,Gonystylus,bancanus,16.5,0,0,,,
7.2,,,854,348.3,s,1.5,Sapotaceae,Madhuca,motleyana,40.2,1,0,,,y
7.2,,,855,349.2,n,2,Elaeocarpaceae,Elaeocarpus,mastersii,10,0,0,,,y
7.2,,,856,353,n,1,Lauraceae,Litsea,gracilipes,32.2,0,0,,,y
7.2,,,857,354.2,n,0.5,Stemonuraceae,Stemonurus,secundiflorus,12,1,0,,,
7.2,,,858,354.4,s,2,Lauraceae,Litsea,gracilipes,12.2,0,0,,,y
7.2,,,859,355.2,n,1,Elaeocarpaceae,Elaeocarpus,mastersii,11,0,0,,,y
7.2,,,860,355.5,n,2,Lauraceae,Litsea,gracilipes,12.4,0,0,,,y
7.2,,,861,356.3,s,2,Anacardiaceae,Campnosperma,coriaceum,22.6,0,0,,,
7.2,,,862,358,s,3,Lauraceae,Alseodaphne,bancana,11.6,0,0,,,
7.2,,,863,356,s,5,Ebenaceae,Diospyros,evena,28.4,0,1,,,y
7.2,,,864,360,s,1,Elaeocarpaceae,Elaeocarpus,mastersii,10.5,0,0,,,y
7.2,,,865,360.2,s,0.8,Lauraceae,Litsea,gracilipes,10,0,0,,,y
7.2,,,866,369.2,s,2.5,Fagaceae,Lithocarpus,bancanus,13.3,0,0,,,y
7.2,,,867,370,s,5,Lauraceae,Litsea,gracilipes,26.7,1,0,,,y
7.2,,,868,373,s,0.5,Lauraceae,Litsea,gracilipes,20.4,0,0,,,y
7.2,,,869,377.2,s,2.5,Lauraceae,Litsea,gracilipes,28.2,0,0,,,y
7.2,,,870,377.5,n,1.4,Lauraceae,Litsea,gracilipes,15.2,0,0,,,y
7.2,,,871,377.8,s,5,Lauraceae,Litsea,gracilipes,15.6,0,1,,,y
7.2,,,872,380,n,2.1,Fagaceae,Lithocarpus,bancanus,11.8,0,0,,,y
7.2,,,873,380,s,2.5,Lauraceae,Litsea,gracilipes,11.6,0,0,,,y
7.2,,,874,381,s,3.9,Lauraceae,Litsea,gracilipes,12.8,0,1,,,y
7.2,,,875,383,s,2,Lauraceae,Litsea,gracilipes,10.3,0,0,,,y
7.2,,,876,384,s,0.4,Lauraceae,Litsea,gracilipes,18.4,0,0,,,y
7.2,,,877,387,s,0.6,Elaeocarpaceae,Elaeocarpus,glaber,11.4,1,0,,,y
7.2,,,878,388.2,s,2.6,Dipterocarpaceae,Shorea,platycarpa,13.3,0,0,,,
7.2,,,879,388.6,n,2.4,Elaeocarpaceae,Elaeocarpus,glaber,12.5,0,0,,,y
7.2,,,880,392,n,3,Stemonuraceae,Stemonurus,secundiflorus,11.2,0,0,,,
7.2,,,881,394,n,2.7,Moraceae,Ficus,,20.2,0,1,,,y
7.2,,,882,395.7,s,0.5,Lauraceae,Litsea,gracilipes,18.3,0,0,,,y
7.2,,,883,399,s,1,Fagaceae,Lithocarpus,bancanus,13.8,1,0,,,y
7.3,,,884,608.2,s,0.8,Lauraceae,Litsea,gracilipes,10,0,0,,,y
7.3,,,885,608.5,s,3,Euphorbiaceae,Blumeodendron,kurzii,15.3,0,1,,,y
7.3,,,886,610,s,1,Stemonuraceae,Stemonurus,secundiflorus,12.8,0,0,,,
7.3,,,887,616,n,2.5,Myristicaceae,Knema,curtisii,22.8,0,0,,,y
7.3,,,888,617.2,n,0.5,Fagaceae,Lithocarpus,bancanus,11.5,1,0,,,y
7.3,,,889,617.6,s,1.5,Anacardiaceae,Campnosperma,coriaceum,11.8,0,0,,,
7.3,,,890,617.8,s,3.4,Myristicaceae,Knema,curtisii,15.8,1,0,,,y
7.3,,,891,621,n,3.2,Lauraceae,Litsea,gracilipes,12.4,0,0,,,y
7.3,,,892,623,n,2.1,Myrtaceae,Syzygium,cerinum,35.2,0,0,,,y
7.3,,,893,650.5,s,2.5,Lauraceae,Litsea,firma,22.7,0,0,,,y
7.3,,,894,660,n,1,Stemonuraceae,Stemonurus,secundiflorus,11.2,0,1,,,
7.3,,,895,661,s,1.2,Myristicaceae,Knema,glauca,21.5,0,0,,,y
7.3,,,896,662,s,2,Meliaceae,Aglaia,sp1,10,0,0,,,y
7.3,,,897,663,s,3,Lauraceae,Litsea,gracilipes,22.7,0,0,,,y
7.3,,,898,553,s,0.5,Anisophylleaceae,Combretocarpus,rotundatus,20.2,1,0,,,
7.3,,,899,664.2,n,0.6,Lauraceae,Litsea,gracilipes,24.5,0,0,,,y
7.3,,,900,664.5,s,4,Myrtaceae,Syzygium,sp1,22.3,0,0,,,y
7.3,,,901,668,s,3,Ebenaceae,Diospyros,evena,23.6,0,1,,,y
7.3,,,902,671.2,s,3,Lauraceae,Litsea,angulata,12.8,0,0,,,y
7.3,,,903,671.5,s,4.5,Polygalaceae,Xanthophyllum,obscurum,11.2,0,0,,,y
7.3,,,904,671.8,n,3,Fagaceae,Lithocarpus,bancanus,21.2,0,0,,,y
7.3,,,905,673,s,0.5,Polygalaceae,Xanthophyllum,obscurum,25.6,1,0,,,y
7.3,,,906,679,s,0.8,Polygalaceae,Xanthophyllum,obscurum,25.8,0,0,,,y
7.3,,,907,681.3,n,1,Myristicaceae,Horsfieldia,crassifolia,10,0,0,,,y
7.3,,,908,681.8,s,0.7,Fagaceae,Lithocarpus,bancanus,22.8,0,1,,,y
7.3,,,909,684,s,1,Alangiaceae,Alangium,havilandii,10.6,0,0,,,y
7.3,,,910,687,s,0.5,Fagaceae,Lithocarpus,bancanus,10.8,0,0,,,y
7.3,,,911,692.3,n,15,Lauraceae,Litsea,gracilipes,10.8,1,0,,,y
7.3,,,912,690.4,s,4,Fagaceae,Lithocarpus,bancanus,16.7,0,0,,,y
7.3,,,913,699.2,n,2,Lauraceae,Alseodaphne,bancana,12.2,0,1,,,
7.4,,,914,907,n,2.5,Stemonuraceae,Stemonurus,secundiflorus,12.4,0,0,,,
7.4,,,915,909.2,n,4,Stemonuraceae,Stemonurus,secundiflorus,18.3,0,0,,,
7.4,,,916,909.5,n,0.5,Lauraceae,Alseodaphne,bancana,10,1,0,,,
7.4,,,917,910,n,1,Polygalaceae,Xanthophyllum,obscurum,12.7,0,0,,,y
7.4,,,918,910.3,s,3.8,Myrtaceae,Syzygium,tawahense,15.6,0,0,,,y
7.4,,,919,913,s,3,Lauraceae,Litsea,gracilipes,11.2,0,0,,,y
7.4,,,920,914,s,1.8,Myrtaceae,Syzygium,cerinum,12.8,1,0,,,y
7.4,,,921,915.2,s,5,Lauraceae,Litsea,gracilipes,18.9,0,0,,,y
7.4,,,922,919,s,0.5,Lauraceae,Litsea,gracilipes,15.2,0,0,,,y
7.4,,,923,919.4,n,4,Euphorbiaceae,Blumeodendron,tokbrai,13.5,0,0,,,y
7.4,,,924,923,n,0.8,Achariaceae,Hydnocarpus,,13.8,0,0,,,y
7.4,,,925,924,s,5,Lauraceae,Litsea,gracilipes,17.2,0,0,,,y
7.4,,,926,928.2,n,0.2,Ebenaceae,Diospyros,siamang,19.2,0,0,,,y
7.4,,,927,927,n,2.8,Fagaceae,Lithocarpus,bancanus,17.8,0,1,,,y
7.4,,,928,925,n,4.7,Lauraceae,Litsea,gracilipes,16.5,0,0,,,y
7.4,,,929,928.2,s,0.5,Lauraceae,Litsea,gracilipes,21.2,0,0,,,y
7.4,,,930,932.2,s,0.5,Aquifoliaceae,Ilex,cymosa,17.8,0,0,,,
7.4,,,931,933,n,1,Sapotaceae,Palaquium,cochleariifolium,10,1,0,,,y
7.4,,,932,935,n,0.5,Achariaceae,Hydnocarpus,,18.3,0,0,,,y
7.4,,,933,936.5,s,4,Lauraceae,Litsea,firma,22.8,0,0,,,y
7.4,,,934,940,n,2,Malvaceae,Sterculia,,26.2,0,1,F,,y
7.4,,,935,940.4,n,4,Polygalaceae,Xanthophyllum,obscurum,12.8,0,0,,,y
7.4,,,936,942,n,0.5,Dipterocarpaceae,Shorea,uliginosa,15.8,0,0,,,
7.4,,,937,940.2,n,4,Anacardiaceae,Buchanania,arborescens,38.2,0,0,F,,y
7.4,,,938,947,s,1,Fagaceae,Lithocarpus,bancanus,10.5,0,0,,,y
7.4,,,939,969.2,n,1.2,Lauraceae,Litsea,gracilipes,14.1,1,0,,,y
7.4,,,940,968,n,3.5,Annonaceae,Polyalthia,,13.8,0,0,,,y
7.4,,,941,970,n,2.5,Lauraceae,Litsea,gracilipes,15.7,0,0,,,y
7.4,,,942,973,s,3.5,Lauraceae,Litsea,gracilipes,18.2,0,1,,,y
7.4,,,943,974,n,1,Lauraceae,Litsea,gracilipes,18.3,0,0,,,y
7.4,,,944,974.4,n,3,Polygalaceae,Xanthophyllum,obscurum,17.5,0,0,,,y
7.4,,,945,974.8,n,4.5,Anacardiaceae,Campnosperma,coriaceum,25.2,0,1,,,
7.4,,,946,976.2,n,4,Lauraceae,Litsea,gracilipes,11.2,0,0,,,y
7.4,,,947,976.5,s,3,Anacardiaceae,Buchanania,arborescens,15.2,0,0,,,y
7.4,,,948,979,n,1,Stemonuraceae,Stemonurus,secundiflorus,16.8,1,0,,,
7.4,,,949,980,n,2.5,Euphorbiaceae,Blumeodendron,tokbrai,23.2,1,0,,,y
7.4,,,950,981,n,2.8,Myristicaceae,Knema,glauca,35.2,0,0,,,y
7.4,,,951,988.2,n,2.2,Lauraceae,Litsea,gracilipes,16.2,0,1,,,y
7.4,,,952,989.3,s,3.2,Lauraceae,Litsea,gracilipes,25.6,0,0,,,y
7.4,,,953,990.2,n,3.6,Annonaceae,Polyalthia,,12.8,0,1,,,y
7.4,,,954,993.3,n,4.4,Myristicaceae,Knema,glauca,26.2,0,1,,,y
7.4,,,955,997.8,n,0.6,Stemonuraceae,Stemonurus,secundiflorus,15.3,0,0,,,
7.4,,,956,1000,n,3.5,Lauraceae,Litsea,gracilipes,13.2,1,0,,,y
8.1,,,957,0.5,s,0.5,Achariaceae,Hydnocarpus,,23.2,0,0,,,y
8.1,,,958,0.5,s,3.2,Sapotaceae,Palaquium,leiocarpum,16.7,1,0,,,y
8.1,,,959,0.2,s,3,Euphorbiaceae,Blumeodendron,tokbrai,12.2,1,0,,,y
8.1,,,960,2.2,s,1,Myrtaceae,Syzygium,cerinum,50.2,0,0,,,y
8.1,,,961,6,s,2.5,Lauraceae,Litsea,gracilipes,10.5,0,0,,,y
8.1,,,962,8,s,1,Elaeocarpaceae,Elaeocarpus,mastersii,10.4,0,0,,,y
8.1,,,963,22.8,s,0.8,Achariaceae,Hydnocarpus,,10.6,0,1,,,y
8.1,,,964,23.2,n,2,Lauraceae,Litsea,gracilipes,10.2,0,0,,,y
8.1,,,965,28.4,s,1.2,Tetrameristaceae,Tetramerista,glabra,11.6,0,0,,,y
8.1,,,966,30,n,1,Myristicaceae,Knema,curtisii,36.8,0,0,,,y
8.1,,,967,32.2,n,0.5,Myrtaceae,Syzygium,zeylanicum,21.6,1,0,M,B,y
8.1,,,968,34,s,3,Lauraceae,Litsea,gracilipes,10,0,0,,,y
8.1,,,969,49,s,0.5,Fagaceae,Lithocarpus,bancanus,12.2,0,0,,,y
8.1,,,970,54,s,0.5,Lauraceae,Litsea,gracilipes,20.8,0,1,,,y
8.1,,,971,54.5,n,1.5,Myristicaceae,Gymnacranthera,farquhariana,11.7,0,0,,,y
8.1,,,972,67,s,3.2,Tetrameristaceae,Tetramerista,glabra,12.2,0,0,,,y
8.1,,,973,73.4,s,2.2,Sapindaceae,Nephelium,maingayi,12.5,0,0,,,y
8.1,,,974,81,s,2.8,Lauraceae,Litsea,gracilipes,25.6,1,0,,,y
8.1,,,975,83,s,2.8,Lauraceae,Litsea,gracilipes,20.7,0,0,,,y
8.1,,,976,84.3,n,0.2,Tetrameristaceae,Tetramerista,glabra,12.8,0,0,,,y
8.1,,,977,85,n,2.4,Lauraceae,Litsea,gracilipes,22.8,0,1,,,y
8.1,,,978,90,s,0.6,Fagaceae,Lithocarpus,bancanus,10.5,0,0,,,y
8.1,,,979,91.2,n,2,Fagaceae,Lithocarpus,bancanus,21.6,0,1,,,y
8.1,,,980,91.7,n,3.9,Fagaceae,Lithocarpus,bancanus,18.2,0,0,,,y
8.1,,,981,92,n,4.8,Meliaceae,Aglaia,sp1,12.5,0,2,,,y
8.1,,,982,94.3,n,3.8,Polygalaceae,Xanthophyllum,obscurum,20.8,1,0,,,y
8.1,,,983,94.6,n,2.7,Meliaceae,Aglaia,sp1,11.2,0,0,,,y
8.1,,,984,95.2,n,0.5,Euphorbiaceae,Blumeodendron,tokbrai,25.2,0,0,,,y
8.1,,,985,97,n,1.8,Elaeocarpaceae,Elaeocarpus,glaber,22.5,1,0,,,y
8.1,,,986,95.5,s,1,Elaeocarpaceae,Elaeocarpus,glaber,10,0,0,,,y
8.1,,,987,100,s,1.6,Stemonuraceae,Stemonurus,secundiflorus,10,0,1,,,
