plot,obs.date,obs,t.num,dist.tran,c,w,family,genus,species,dbh,daun.baru,kode.gugur,status,crop.size,oh.food
10.2,,,1135,375.3,w,1.2,Stemonuraceae,Stemonurus,secundiflorus,25.8,0,1,,,
10.2,,,1136,375.3,w,3.5,Lauraceae,Litsea,firma,38.2,0,0,,,y
10.2,,,1137,376,e,2.5,Fagaceae,Lithocarpus,bancanus,12.8,1,0,,,y
10.2,,,1138,376.5,e,2.2,Moraceae,Ficus,sundaica,10.5,0,1,,,y
10.2,,,1139,377.6,w,1.2,Sapotaceae,Palaquium,cochleariifolium,12.2,0,0,,,y
10.2,,,1140,378.3,w,0.6,Myristicaceae,Knema,glauca,22.8,0,0,,,y
10.2,,,1141,379,e,3.8,Fagaceae,Lithocarpus,bancanus,32.3,1,0,F,,y
10.2,,,1142,379.3,w,0.5,Sapotaceae,Madhuca,motleyana,20.8,0,1,,,y
10.2,,,1143,379.5,w,2.8,Myrtaceae,Syzygium,chloranthum,42.3,0,0,,,y
10.2,,,1144,381.2,w,3.5,Sapotaceae,Palaquium,cochleariifolium,10.8,1,0,,,y
10.2,,,1145,382.3,w,2.2,Stemonuraceae,Stemonurus,secundiflorus,24.2,0,0,,,
10.2,,,1146,383.5,w,2.8,Sapotaceae,Palaquium,cochleariifolium,15.3,1,0,,,y
10.2,,,1147,386.2,w,2.2,Sapindaceae,Nephelium,maingayi,27.3,1,0,,,y
10.2,,,1148,388.3,w,1.8,Stemonuraceae,Stemonurus,secundiflorus,12.8,1,0,,,
10.2,,,1149,395.3,e,3.2,Fagaceae,Lithocarpus,bancanus,12.5,0,0,,,y
10.3,,,1150,600,e,0.8,Myrtaceae,Syzygium,cerinum,36.2,0,2,,,y
10.3,,,1151,602,w,2.2,Lauraceae,Litsea,gracilipes,38.5,0,0,,,y
10.3,,,1152,604.2,w,0.5,Lauraceae,Litsea,gracilipes,19.2,1,0,,,y
10.3,,,1153,606,e,4.2,Stemonuraceae,Stemonurus,secundiflorus,18.8,0,0,,,
10.3,,,1154,606.5,e,3.2,Stemonuraceae,Stemonurus,secundiflorus,21.2,0,0,,,
10.3,,,1155,608.8,w,0.5,Lauraceae,Litsea,gracilipes,15.3,0,0,,,y
10.3,,,1156,612.2,w,0.5,Myrtaceae,Tristaniopsis,merguensis,10.5,1,0,,,
10.3,,,1157,614.3,e,0.6,Tetrameristaceae,Tetramerista,glabra,11.2,0,0,,,y
10.3,,,1158,614.3,e,1.5,Stemonuraceae,Stemonurus,scorpioides,32.3,2,0,F,,
10.3,,,1159,614.5,w,0.5,Ebenaceae,Diospyros,siamang,20.2,0,0,,,y
10.3,,,1160,615.5,w,2.8,Ebenaceae,Diospyros,siamang,22.3,0,0,,,y
10.3,,,1161,615.3,w,3.2,Myrtaceae,Syzygium,sp2,31.2,0,0,,,y
10.3,,,1162,618.2,w,1,Stemonuraceae,Stemonurus,secundiflorus,16.7,0,2,,,
10.3,,,1163,629.2,e,3.8,Fagaceae,Lithocarpus,bancanus,10,0,0,,,y
10.3,,,1164,630.2,e,2.7,Stemonuraceae,Stemonurus,secundiflorus,15.6,0,0,,,
10.3,,,1165,631.5,e,0.5,Fagaceae,Lithocarpus,bancanus,11.3,0,0,,,y
10.3,,,1166,639.2,w,2.2,Ebenaceae,Diospyros,siamang,45.3,1,0,,,y
10.3,,,1167,640,w,4.8,Lauraceae,Litsea,angulata,27.2,0,0,,,y
10.3,,,1168,652.5,e,2.5,Stemonuraceae,Stemonurus,secundiflorus,11.5,0,0,,,
10.3,,,1169,651.2,e,3.5,Fagaceae,Lithocarpus,bancanus,20.5,0,1,F,,y
10.3,,,1170,653,w,3.3,Ebenaceae,Diospyros,siamang,10.8,0,1,,,y
10.3,,,1171,655.2,w,0.5,Stemonuraceae,Stemonurus,secundiflorus,11.2,0,0,,,
10.3,,,1172,656.3,e,4.2,Sapotaceae,Palaquium,cochleariifolium,18.4,2,0,,,y
10.3,,,1173,656.5,w,1,Euphorbiaceae,Blumeodendron,kurzii,32.3,1,0,,,y
10.3,,,1174,657,w,2.8,Lauraceae,Litsea,angulata,21.2,0,0,,,y
10.3,,,1175,659.2,w,3,Sapotaceae,Palaquium,cochleariifolium,38.2,0,0,,,y
10.3,,,1176,659.5,w,3.2,Polygalaceae,Xanthophyllum,obscurum,33.8,1,0,,,y
10.3,,,1177,660.2,e,3.8,Sapotaceae,Palaquium,cochleariifolium,12.8,0,0,,,y
10.3,,,1178,660.5,e,4.5,Sapotaceae,Palaquium,cochleariifolium,13.5,0,0,,,y
10.3,,,1179,662,e,3.8,Ebenaceae,Diospyros,siamang,27.2,0,0,,,y
10.3,,,1180,662.2,e,4.2,Achariaceae,Hydnocarpus,,28.8,1,0,,,y
10.3,,,1181,662.5,e,2.2,Tetrameristaceae,Tetramerista,glabra,21.2,0,0,,,y
10.3,,,1182,663,w,0.8,Stemonuraceae,Stemonurus,secundiflorus,14.2,0,0,,,
10.3,,,1183,665.8,e,0.5,Stemonuraceae,Stemonurus,secundiflorus,22.8,0,2,,,
10.3,,,1184,668,w,2,Lauraceae,Litsea,gracilipes,17.2,2,0,,,y
10.3,,,1185,668.5,w,4,Lauraceae,Litsea,gracilipes,16.6,0,0,,,y
10.3,,,1186,674,w,2.2,Lauraceae,Litsea,gracilipes,22.8,1,0,,,y
10.3,,,1187,680,e,2.8,Sapotaceae,Palaquium,cochleariifolium,10.2,0,0,,,y
10.3,,,1188,680.5,e,2.2,Sapotaceae,Palaquium,cochleariifolium,15.3,0,0,,,y
10.3,,,1189,683.2,w,2.2,Lauraceae,Litsea,gracilipes,31.2,0,1,,,y
10.3,,,1190,683.4,e,1.8,Sapotaceae,Palaquium,cochleariifolium,21.5,0,0,,,y
10.3,,,1191,690.2,w,3.5,Lauraceae,Litsea,gracilipes,15.7,0,0,,,y
10.3,,,1192,699.2,w,1.2,Myristicaceae,Horsfieldia,crassifolia,11.3,0,1,,,y
10.4,,,1193,917.2,e,2.8,Lauraceae,Litsea,gracilipes,22.8,0,0,,,y
10.4,,,1194,917.4,w,5,Ebenaceae,Diospyros,siamang,21.5,0,0,,,y
10.4,,,1195,919.5,w,3.2,Sapotaceae,Palaquium,leiocarpum,11.2,0,0,,,y
10.4,,,1196,922.3,w,3.8,Stemonuraceae,Stemonurus,secundiflorus,12.5,1,0,,,
10.4,,,1197,923.2,w,1.2,Sapotaceae,Palaquium,cochleariifolium,14.2,0,0,,,y
10.4,,,1198,923.4,e,2.8,Stemonuraceae,Stemonurus,scorpioides,31.6,0,0,,,
10.4,,,1199,926.2,e,4.2,Sapotaceae,Palaquium,cochleariifolium,42.7,0,1,,,y
10.4,,,1200,926.2,e,2.8,Anacardiaceae,Buchanania,arborescens,21.2,0,0,,,y
10.4,,,1201,926.5,w,1.2,Anacardiaceae,Buchanania,arborescens,20.8,1,0,,,y
10.4,,,1202,928,e,0.2,Sapotaceae,Palaquium,cochleariifolium,11.2,0,0,,,y
10.4,,,1203,928,w,0.5,Sapindaceae,Nephelium,maingayi,10.8,2,0,,,y
10.4,,,1204,931.2,w,2.2,Elaeocarpaceae,Elaeocarpus,mastersii,11.5,0,0,,,y
10.4,,,1205,933.5,w,3.8,Fagaceae,Lithocarpus,bancanus,20.2,1,0,F,,y
10.4,,,1206,945,w,2.8,Fagaceae,Lithocarpus,bancanus,10.2,0,0,,,y
10.4,,,1207,948.5,w,2.7,Fagaceae,Lithocarpus,bancanus,12.8,1,0,,,y
10.4,,,1208,952.2,e,3.8,Lauraceae,Litsea,gracilipes,20.2,0,0,,,y
10.4,,,1209,953.4,w,1.2,Fagaceae,Lithocarpus,bancanus,18.5,0,1,,,y
10.4,,,1210,992.5,e,2.2,Fagaceae,Lithocarpus,bancanus,18.2,2,0,,,y
10.4,,,1211,994.6,w,0.5,Stemonuraceae,Stemonurus,secundiflorus,15.2,0,0,,,
10.4,,,1212,994.6,e,1.2,Sapotaceae,Palaquium,pseudocuneatum,78.3,0,1,,,y
10.4,,,1213,995.2,e,3.8,Fagaceae,Lithocarpus,bancanus,23.7,0,0,F,,y
10.4,,,1214,996,e,4,Myristicaceae,Knema,intermedia,25.6,0,0,,,y
10.4,,,1215,998,e,2.5,Sapotaceae,Palaquium,cochleariifolium,11.5,0,0,,,y
10.4,,,1216,1000,e,3.8,Annonaceae,Xylopia,fusca,36.7,1,0,,,y
11.1,,,1217,4.2,n,0.5,Lauraceae,Litsea,gracilipes,17.2,0,0,,,y
11.1,,,1218,5,s,1.8,Lauraceae,Litsea,gracilipes,13.6,0,0,,,y
11.1,,,1219,6.2,n,0.8,Fagaceae,Lithocarpus,bancanus,10,0,0,,,y
11.1,,,1220,19.3,s,1.7,Fagaceae,Lithocarpus,bancanus,13.8,1,0,,,y
11.1,,,1221,19.3,n,3.6,Lauraceae,Litsea,gracilipes,18.4,0,0,,,y
11.1,,,1222,27.5,n,2.2,Stemonuraceae,Stemonurus,secundiflorus,10.6,0,0,,,
11.1,,,1223,28,n,2.8,Myrtaceae,Syzygium,sp2,13.5,2,0,,,y
11.1,,,1224,30.2,n,1.6,Ebenaceae,Diospyros,siamang,21.2,0,0,,,y
11.1,,,1225,36,n,3,Lauraceae,Litsea,gracilipes,18.8,0,0,,,y
11.1,,,1226,36.3,n,2.7,Fagaceae,Lithocarpus,bancanus,15.7,0,1,,,y
11.1,,,1227,37.5,n,3.2,Lauraceae,Alseodaphne,bancana,14.9,0,0,,,
11.1,,,1228,40,s,4.2,Lauraceae,Litsea,gracilipes,22.3,1,0,,,y
11.1,,,1229,50.2,n,0.4,Fagaceae,Lithocarpus,bancanus,10.4,0,1,,,y
11.1,,,1230,55.5,n,2.2,Stemonuraceae,Stemonurus,secundiflorus,16.8,0,0,,,
11.1,,,1231,60.3,n,1.8,Fagaceae,Lithocarpus,bancanus,15.6,0,0,,,y
11.1,,,1232,65,s,1.5,Sapotaceae,Palaquium,leiocarpum,62.5,1,0,,,y
11.1,,,1233,65,s,1,Annonaceae,Mezzettia,parviflora,28.2,0,1,,,y
11.1,,,1234,65.2,s,0.8,Myristicaceae,Gymnacranthera,farquhariana,10,0,1,,,y
11.1,,,1235,65.5,s,1.4,Sapotaceae,Palaquium,leiocarpum,15.3,0,0,,,y
11.1,,,1236,66,s,1.6,Picrodendraceae,Austrobuxus,nitidus,27.2,1,0,,,
11.1,,,1237,70,n,3.2,Ebenaceae,Diospyros,siamang,22.8,0,0,,,y
11.1,,,1238,71.5,n,3.5,Myristicaceae,Horsfieldia,crassifolia,26.3,0,1,,,y
11.1,,,1239,92.5,s,2.2,Myrtaceae,Syzygium,sp2,10.6,1,0,,,y
11.1,,,1240,93.2,s,0.8,Myrtaceae,Syzygium,zeylanicum,11.5,2,0,,,y
11.1,,,1241,98.2,n,1.7,Lauraceae,Litsea,gracilipes,10.3,0,1,,,y
11.2,,,1242,313.5,s,0.8,Lauraceae,Litsea,gracilipes,12.3,0,0,,,y
11.2,,,1243,314.8,n,3.2,Anacardiaceae,Campnosperma,coriaceum,10.2,0,1,,,
11.2,,,1244,319.5,n,5,Lauraceae,Litsea,gracilipes,18.6,0,0,,,y
11.2,,,1245,321,s,3.2,Sapotaceae,Palaquium,leiocarpum,67.5,1,0,,,y
11.2,,,1246,321.2,s,2.8,Stemonuraceae,Stemonurus,secundiflorus,18.2,0,1,,,
11.2,,,1247,321.4,s,2.7,Myrtaceae,Syzygium,zeylanicum,12.8,0,0,,,y
11.2,,,1248,322,s,2.7,Polygalaceae,Xanthophyllum,obscurum,14.7,0,0,,,y
11.2,,,1249,326,s,3.6,Tetrameristaceae,Tetramerista,glabra,52.5,1,0,,,y
11.2,,,1250,331.2,s,4.6,Fagaceae,Lithocarpus,bancanus,11.2,0,0,,,y
11.2,,,1251,331.2,n,3.2,Lauraceae,Litsea,gracilipes,17.6,0,1,,,y
11.2,,,1252,334.8,s,2.8,Fagaceae,Lithocarpus,bancanus,10.2,1,0,,,y
11.2,,,1253,335.2,n,5,Lauraceae,Litsea,gracilipes,12.6,0,0,,,y
11.2,,,1254,338.5,n,0.2,Lauraceae,Litsea,gracilipes,22.3,0,0,,,y
11.2,,,1255,342.5,n,0.8,Lauraceae,Litsea,gracilipes,21.5,0,0,,,y
11.2,,,1256,342.5,s,2.3,Fagaceae,Lithocarpus,bancanus,13.6,1,1,,,y
11.2,,,1257,345.5,s,3.2,Sapindaceae,Nephelium,maingayi,16.3,0,0,,,y
11.2,,,1258,346,s,4.1,Lauraceae,Litsea,gracilipes,17.2,0,0,,,y
11.2,,,1259,346.3,s,3.8,Achariaceae,Hydnocarpus,,22.8,1,0,,,y
11.2,,,1260,348,s,3.5,Fagaceae,Lithocarpus,bancanus,15.7,0,0,,,y
11.2,,,1261,348.2,s,4,Polygalaceae,Xanthophyllum,amoenum,16.2,0,0,,,y
11.2,,,1262,348.8,s,2.2,Fagaceae,Lithocarpus,bancanus,12.2,0,0,,,y
11.2,,,1263,349,n,0.3,Achariaceae,Hydnocarpus,,22.6,0,0,,,y
11.2,,,1264,350,s,2.2,Fagaceae,Lithocarpus,bancanus,11.5,1,0,,,y
11.2,,,1265,351.2,s,3.4,Sapindaceae,Nephelium,maingayi,28.6,0,0,,,y
11.2,,,1266,355.8,n,0.8,Stemonuraceae,Stemonurus,secundiflorus,15.2,0,1,,,
11.2,,,1267,360.2,n,3.5,Myristicaceae,Horsfieldia,crassifolia,24.5,0,0,F,,y
11.2,,,1268,360.8,n,3.8,Sapotaceae,Palaquium,cochleariifolium,23.2,1,1,,,y
11.2,,,1269,361.5,n,3.7,Stemonuraceae,Stemonurus,secundiflorus,18.8,0,0,,,
11.2,,,1270,363.5,n,3.5,Fabaceae,Archidendron,clypearia,12.5,0,0,,,y
11.2,,,1271,366.5,s,3.6,Lauraceae,Litsea,gracilipes,16.2,0,0,,,y
11.2,,,1272,369.6,s,4,Fabaceae,Archidendron,clypearia,12.8,1,0,,,y
11.2,,,1273,369.2,s,0.8,Stemonuraceae,Stemonurus,secundiflorus,14.6,0,0,,,
11.2,,,1274,371,s,3.6,Stemonuraceae,Stemonurus,secundiflorus,11.6,0,0,,,
11.2,,,1275,389.4,s,2.2,Sapotaceae,Palaquium,cochleariifolium,55.6,0,1,,,y
11.2,,,1276,390,s,2.8,Sapotaceae,Palaquium,cochleariifolium,22.8,1,0,,,y
11.2,,,1277,392.5,n,3.5,Rubiaceae,Rothmannia,schoemannii,28.5,0,1,F,,
11.2,,,1278,393.2,n,0.8,Rubiaceae,Rothmannia,schoemannii,25.6,0,0,F,,
11.2,,,1279,397.2,s,3.8,Fagaceae,Lithocarpus,bancanus,10.5,0,1,,,y
11.3,,,1280,601.8,n,3.8,Aquifoliaceae,Ilex,cymosa,16.2,0,0,,,
11.3,,,1281,603.5,s,0.5,Aquifoliaceae,Ilex,cymosa,14.5,0,0,,,
11.3,,,1282,605.5,n,1.8,Ebenaceae,Diospyros,siamang,13.6,1,0,,,y
11.3,,,1283,605.5,n,2.8,Ebenaceae,Diospyros,siamang,26.2,0,0,,,y
11.3,,,1284,606.2,s,1.5,Ebenaceae,Diospyros,siamang,10.5,0,0,,,y
11.3,,,1285,608.6,n,0.5,Anacardiaceae,Buchanania,arborescens,10.2,0,1,,,y
11.3,,,1286,610.2,n,0.8,Polygalaceae,Xanthophyllum,amoenum,14.2,0,0,,,y
11.3,,,1287,610.4,n,3.3,Myristicaceae,Gymnacranthera,farquhariana,25.5,1,0,,,y
11.3,,,1288,610,s,4.2,Lauraceae,Litsea,gracilipes,10.3,0,0,,,y
11.3,,,1289,612.3,n,3.8,Myrtaceae,Syzygium,cerinum,22.6,0,1,,,y
11.3,,,1290,613.5,n,3.8,Myrtaceae,Syzygium,cerinum,12.2,0,0,,,y
11.3,,,1291,614,n,0.8,Ebenaceae,Diospyros,siamang,12.5,0,0,,,y
11.3,,,1292,613.4,n,4.2,Myrtaceae,Syzygium,cerinum,11.6,1,0,,,y
11.3,,,1293,614,n,4.5,Tetrameristaceae,Tetramerista,glabra,18.8,0,0,,,y
11.3,,,1294,614.5,s,4.2,Lauraceae,Litsea,gracilipes,14.3,0,0,,,y
11.3,,,1295,616.4,s,2.8,Sapotaceae,Palaquium,cochleariifolium,22.6,0,0,,,y
11.3,,,1296,617,s,2.8,Sapotaceae,Palaquium,cochleariifolium,12.3,0,1,,,y
11.3,,,1297,618,s,3,Sapotaceae,Palaquium,cochleariifolium,12.8,0,0,,,y
11.3,,,1298,619,s,3.2,Sapotaceae,Palaquium,cochleariifolium,25.3,2,0,,,y
11.3,,,1299,619,s,4,Euphorbiaceae,Blumeodendron,tokbrai,20.5,0,0,,,y
11.3,,,1300,620,s,1.8,Myrtaceae,Syzygium,cerinum,17.4,2,0,,,y
11.3,,,1301,620.8,n,2.2,Fagaceae,Lithocarpus,bancanus,12.5,0,0,,,y
11.3,,,1302,621.4,s,0.8,Stemonuraceae,Stemonurus,secundiflorus,11.8,0,0,,,
11.3,,,1303,625.3,s,0.8,Lauraceae,Litsea,gracilipes,15.6,0,0,,,y
11.3,,,1304,631.8,n,2.2,Euphorbiaceae,Blumeodendron,tokbrai,17.2,0,1,,,y
11.3,,,1305,634,s,2.2,Lauraceae,Litsea,gracilipes,15.5,0,0,,,y
11.3,,,1306,634.2,s,3.3,Sapotaceae,Palaquium,cochleariifolium,21.2,1,0,,,y
11.3,,,1307,632.6,n,1.8,Aquifoliaceae,Ilex,cymosa,13.2,0,0,,,
11.3,,,1308,635.2,n,0.8,Euphorbiaceae,Blumeodendron,tokbrai,35.2,1,0,,,y
11.3,,,1309,642.5,s,1.2,Rhizoporaceae,Carallia,brachiata,12.7,0,0,,,
11.3,,,1310,644.4,n,3.6,Fagaceae,Lithocarpus,bancanus,22.5,1,0,F,,y
11.3,,,1311,646.6,n,2,Polygalaceae,Xanthophyllum,obscurum,11.2,0,0,,,y
11.3,,,1312,646.4,s,2.5,Lauraceae,Litsea,gracilipes,24.6,1,0,,,y
11.3,,,1313,660.3,n,3,Dipterocarpaceae,Shorea,platycarpa,12.5,0,1,,,
11.3,,,1314,663,s,2.5,Aquifoliaceae,Ilex,cymosa,31.2,0,0,,,
11.3,,,1315,663.2,s,4.7,Sapotaceae,Palaquium,cochleariifolium,23.7,0,0,,,y
11.3,,,1316,679.5,n,3.6,Polygalaceae,Xanthophyllum,obscurum,13.5,1,0,,,y
11.3,,,1317,681.7,s,3.2,Fagaceae,Lithocarpus,bancanus,14.6,1,0,,,y
11.3,,,1318,684,s,0.8,Lauraceae,Litsea,gracilipes,28.3,0,0,,,y
11.3,,,1319,685.2,n,3,Fagaceae,Lithocarpus,bancanus,13.8,0,0,,,y
11.3,,,1320,692,n,2.8,Fagaceae,Lithocarpus,bancanus,24.5,0,1,F,,y
11.3,,,1321,692,s,3,Myristicaceae,Knema,intermedia,15.6,0,0,,,y
11.3,,,1322,693.5,n,1.8,Rubiaceae,Timonius,flavescens,10.2,0,0,,,
11.3,,,1323,694.2,s,2,Lauraceae,Litsea,gracilipes,31.6,1,0,,,y
11.3,,,1324,695,s,1.8,Lauraceae,Alseodaphne,bancana,11.8,0,0,,,
11.3,,,1325,695.2,s,3.2,Dipterocarpaceae,Shorea,platycarpa,10.8,0,0,,,
11.3,,,1326,696,s,3.5,Fagaceae,Lithocarpus,bancanus,11.5,1,0,,,y
11.3,,,1327,698.4,n,2.2,Rubiaceae,Timonius,flavescens,10.5,0,1,,,
11.3,,,1328,698.5,n,3.2,Aquifoliaceae,Ilex,cymosa,12.8,0,0,,,
11.3,,,1329,698.3,s,0.8,Polygalaceae,Xanthophyllum,obscurum,10.3,0,0,,,y
11.3,,,1330,698.5,n,0.5,Annonaceae,Mezzettia,parviflora,40.8,2,0,,,y
11.4,,,1331,930,n,0.5,Fagaceae,Lithocarpus,bancanus,11.2,0,0,,,y
11.4,,,1332,931.5,s,3.5,Aquifoliaceae,Ilex,cymosa,11.5,0,0,,,
11.4,,,1333,931.5,s,3.2,Sapotaceae,Palaquium,leiocarpum,14.8,0,0,,,y
11.4,,,1334,953,s,3.8,Fagaceae,Lithocarpus,bancanus,11.5,0,0,,,y
11.4,,,1335,954,s,4,Lauraceae,Litsea,gracilipes,28.6,0,0,,,y
11.4,,,1336,954.5,s,4.2,Stemonuraceae,Stemonurus,secundiflorus,14.2,0,0,,,
11.4,,,1337,955.5,n,2.5,Sapotaceae,Palaquium,leiocarpum,46.3,1,0,,,y
11.4,,,1338,955,n,2.3,Fagaceae,Lithocarpus,bancanus,18.6,0,1,,,y
11.4,,,1339,958.5,s,3.4,Lauraceae,Litsea,gracilipes,32.3,0,0,,,y
11.4,,,1340,960,s,4.2,Fagaceae,Lithocarpus,bancanus,15.8,0,0,,,y
11.4,,,1341,961.2,s,3.8,Stemonuraceae,Stemonurus,secundiflorus,11.3,0,1,,,
11.4,,,1342,958.5,n,3,Aquifoliaceae,Ilex,cymosa,14.2,0,0,,,
11.4,,,1343,963.8,s,2,Lauraceae,Litsea,gracilipes,28.4,0,0,,,y
11.4,,,1344,971.6,s,4.8,Fagaceae,Lithocarpus,bancanus,13.7,0,0,,,y
11.4,,,1345,974,s,1.3,Aquifoliaceae,Ilex,cymosa,13.5,1,0,,,
11.4,,,1346,977.5,s,1.8,Aquifoliaceae,Ilex,cymosa,10.8,0,0,,,
11.4,,,1347,982,n,0.8,Lauraceae,Litsea,gracilipes,16.7,0,1,,,y
11.4,,,1348,983,n,2.3,Lauraceae,Litsea,gracilipes,10.8,0,0,,,y
11.4,,,1349,984.2,n,3.8,Lauraceae,Litsea,gracilipes,10.2,1,0,,,y
11.4,,,1350,985,n,4,Fagaceae,Lithocarpus,bancanus,12.5,0,0,,,y
11.4,,,1351,985.2,n,2.4,Lauraceae,Litsea,gracilipes,13.2,0,0,,,y
11.4,,,1352,985.4,n,0.8,Aquifoliaceae,Ilex,cymosa,12.8,1,0,,,
11.4,,,1353,989.5,n,2.2,Lauraceae,Litsea,gracilipes,13.5,0,1,,,y
11.4,,,1354,995.6,n,2.8,Lauraceae,Litsea,angulata,11.8,0,0,,,y
12.1,,,1355,0,w,0.1,Ctenolophonaceae,Ctenolophon,parvifolius,44.2,2,0,,,y
12.1,,,1356,4.3,e,0.5,Stemonuraceae,Stemonurus,secundiflorus,16.4,0,0,,,
12.1,,,1357,4.5,e,2.5,Myrtaceae,Syzygium,tawahense,13.5,0,0,,,y
12.1,,,1358,5.2,w,0.8,Stemonuraceae,Stemonurus,secundiflorus,10.6,1,0,,,
12.1,,,1359,7,e,2.6,Stemonuraceae,Stemonurus,secundiflorus,18.8,0,1,,,
12.1,,,1360,9,w,2.8,Ebenaceae,Diospyros,siamang,22.6,0,0,,,y
12.1,,,1361,9.5,w,2,Aquifoliaceae,Ilex,cymosa,10.3,0,1,,,
12.1,,,1362,11,e,2.6,Fagaceae,Lithocarpus,bancanus,11.2,1,0,,,y
12.1,,,1363,11.2,w,2,Sapotaceae,Palaquium,cochleariifolium,11.4,0,0,,,y
12.1,,,1364,11.2,w,3.2,Sapotaceae,Palaquium,cochleariifolium,10.2,0,0,,,y
12.1,,,1365,12,w,2.8,Sapotaceae,Palaquium,cochleariifolium,10,0,1,,,y
12.1,,,1366,12.5,e,3.8,Myrtaceae,Syzygium,napiforme,32.8,2,0,F,,y
12.1,,,1367,13,w,3.2,Sapotaceae,Palaquium,cochleariifolium,35.2,0,0,,,y
12.1,,,1368,13.6,w,4.8,Sapotaceae,Palaquium,cochleariifolium,31.6,2,0,,,y
12.1,,,1369,14.2,w,2.7,Polygalaceae,Xanthophyllum,amoenum,18.3,0,0,,,y
12.1,,,1370,16.5,e,0.5,Polygalaceae,Xanthophyllum,amoenum,16.2,1,0,,,y
12.1,,,1371,17.6,w,5,Moraceae,Paratocarpus,venenosa,48.3,0,0,,,y
12.1,,,1372,18.2,w,2.5,Polygalaceae,Xanthophyllum,obscurum,14.3,0,1,,,y
12.1,,,1373,19.3,e,4.6,Sapotaceae,Palaquium,cochleariifolium,14.6,0,0,,,y
12.1,,,1374,22,w,0.5,Myrtaceae,Tristaniopsis,merguensis,32.6,1,0,,,
12.1,,,1375,23,e,1.5,Euphorbiaceae,Blumeodendron,tokbrai,30.2,0,0,,,y
12.1,,,1376,26.5,w,3.2,Alangiaceae,Alangium,havilandii,21.2,0,1,,,y
12.1,,,1377,27.6,w,1.2,Ebenaceae,Diospyros,siamang,20.3,0,0,,,y
12.1,,,1378,36,w,1,Fagaceae,Lithocarpus,bancanus,10.6,1,1,,,y
12.1,,,1379,38.5,e,0.8,Rubiaceae,Timonius,flavescens,10.2,0,0,,,
12.1,,,1380,39.2,e,1,Sapotaceae,Palaquium,cochleariifolium,10,0,1,,,y
12.1,,,1381,39.2,e,0.3,Myrtaceae,Syzygium,napiforme,10.2,0,0,,,y
12.1,,,1382,43.5,e,2.2,Fagaceae,Lithocarpus,bancanus,11.5,1,0,,,y
12.1,,,1383,43.8,e,2,Sapotaceae,Palaquium,cochleariifolium,23.8,0,0,,,y
12.1,,,1384,44,w,3.2,Myrtaceae,Syzygium,cerinum,21.5,0,0,,,y
12.1,,,1385,45.5,w,4.8,Sapotaceae,Palaquium,cochleariifolium,28.3,0,1,,,y
12.1,,,1386,48,w,3.5,Meliaceae,Aglaia,sp1,30.6,0,0,,,y
12.1,,,1387,48.5,w,0.5,Achariaceae,Hydnocarpus,,25.3,1,0,,,y
12.1,,,1388,48.5,w,3.8,Myrtaceae,Syzygium,sp2,26.5,0,0,,,y
12.1,,,1389,48.5,e,0.5,Aquifoliaceae,Ilex,cymosa,11.2,0,1,,,
12.1,,,1390,50.3,w,2.2,Fagaceae,Lithocarpus,bancanus,16.3,0,0,,,y
12.1,,,1391,55.5,e,3.8,Fagaceae,Lithocarpus,bancanus,17.2,1,0,,,y
12.1,,,1392,57,w,3.8,Fagaceae,Lithocarpus,bancanus,11.6,0,1,,,y
12.1,,,1393,57.5,e,2.8,Lauraceae,Litsea,gracilipes,12.6,0,0,,,y
12.1,,,1394,60.8,e,1.2,Fagaceae,Lithocarpus,bancanus,15.2,0,0,,,y
12.1,,,1395,63.5,w,0.5,Lauraceae,Litsea,gracilipes,11.5,1,0,,,y
12.1,,,1396,68.6,w,0.5,Lauraceae,Litsea,gracilipes,21.8,0,0,,,y
12.1,,,1397,70,w,2.2,Elaeocarpaceae,Elaeocarpus,griffithii,29.3,1,0,,,y
12.1,,,1398,70.5,e,3.2,Lauraceae,Litsea,gracilipes,24.2,0,0,,,y
12.1,,,1399,71.2,e,0.5,Lauraceae,Litsea,gracilipes,11.5,0,0,,,y
12.1,,,1400,75,e,2,Myristicaceae,Horsfieldia,crassifolia,28.2,0,1,,,y
12.1,,,1401,87.3,w,3.3,Lauraceae,Litsea,gracilipes,10.2,0,0,,,y
12.1,,,1402,88.5,e,3.5,Sapotaceae,Palaquium,cochleariifolium,48.6,0,0,,,y
12.1,,,1403,89.8,e,4.2,Stemonuraceae,Stemonurus,scorpioides,33.6,1,0,M,C,
12.1,,,1404,93.2,e,5,Stemonuraceae,Stemonurus,secundiflorus,22.5,0,0,,,
12.1,,,1405,93.2,w,0.5,Lauraceae,Alseodaphne,bancana,12.3,0,0,,,
12.1,,,1406,94.5,w,2,Stemonuraceae,Stemonurus,secundiflorus,13.8,0,1,,,
12.2,,,1407,301,e,0.5,Phyllanthaceae,Antidesma,coriacea,12.2,0,1,,,
12.2,,,1408,301,e,3,Polygalaceae,Xanthophyllum,amoenum,15.5,0,0,,,y
12.2,,,1409,300,w,2.2,Annonaceae,Xylopia,fusca,36.2,0,0,,,y
12.2,,,1410,301.4,w,2.4,Fagaceae,Lithocarpus,bancanus,16.4,0,1,,,y
12.2,,,1411,302,e,2.2,Elaeocarpaceae,Elaeocarpus,glaber,11.2,0,0,,,y
